0018.test,ANKET BEYLE GÖRÜŞÜLDÜ .,,,,,,,
3/görüş,,,,,,,,
,,-:wiki,,,,,,
,,name:name,,,,,,
,,,1/pınar:op1,,,,,
,,,2/hanım:op2,,,,,
,,,,,,,,
2233.test,PERSONEL ÖDÜLLENDİRİLMELİ .,,,,,,,
gerek,,,,,,,,
,2/ödüllendir:ARG1,,,,,,,
,,1/personel:ARG1,,,,,,
,,,,,,,,
2236.test,REZERVASYONU BEN YAPMADIĞIM İÇİN PUANLAMA YAPAMIYORUM .,,,,,,,
mümkün,,,,,,,,
,3/yap:ARG1,,,,,,,
,,6/yap:cause,,,,,,
,,,2/ben:ARG0,,,,,
,,,1/rezervasyon:ARG1,,,,,
,,,-:polarity,,,,,
,,5/puanlama:ARG1,,,,,,
,,ben:ARG0,,,,,,
,-:polarity,,,,,,,
,,,,,,,,
2237.test,YEMEKLERİ İÇECEKLERİ .,,,,,,,
and,,,,,,,,
,1/yemek:op1,,,,,,,
,,o:poss,,,,,,
,2/içecek:op2,,,,,,,
,,o:poss,,,,,,
,,,,,,,,
2238.test,YEMEKLERİ İÇECEKLERİ GÜZELDİ .,,,,,,,
3/güzel,,,,,,,,
,and:domain,,,,,,,
,,1/yemek:op1,,,,,,
,,,o:poss,,,,,
,,2/içecek:op2,,,,,,
,,,o:poss,,,,,
,,,,,,,,
2239.test,PERSONEL ÇOK KABAYDI .,,,,,,,
3/kaba,,,,,,,,
,2/çok:degree,,,,,,,
,1/personel:domain,,,,,,,
,,,,,,,,
2241.test,PELİN HANIMDI .,,,,,,,
person,,,,,,,,
,name:name,,,,,,,
,,1/pelin:op1,,,,,,
,,2/hanım:op2,,,,,,
,o:domain,,,,,,,
,,,,,,,,
2244.test,TABİİ .,,,,,,,
,1/tabii,,,,,,,
,2/.,,,,,,,
,,,,,,,,
2249.test,PERSONEL BİRAZ İLGİSİZDİ .,,,,,,,
3/ilgisiz,,,,,,,,
,2/biraz:degree,,,,,,,
,1/personel:domain,,,,,,,
,,,,,,,,
2250.test,PEK LEZZETLİ DEĞİLDİ .,,,,,,,
2/lezzetli,,,,,,,,
,1/pek:degree,,,,,,,
,o:domain,,,,,,,
,-:polarity,,,,,,,
,,,,,,,,
2252.test,PERSONEL EĞİTİMLİ DEĞİLDİ .,,,,,,,
2/eğitim,,,,,,,,
,1/pek:degree,,,,,,,
,o:domain,,,,,,,
,-:polarity,,,,,,,
,,,,,,,,
2253.test,PERSONELLER GÜLER YÜZLÜYDÜ TEMİZ BİR TESİSTİ KONUMU İYİYDİ .,,,,,,,
and,,,,,,,,
,2/güler 3/yüz:op1,,,,,,,
,,1/personel:domain,,,,,,
,6/tesis:op2,,,,,,,
,,4/temiz:mod,,,,,,
,,o:domain,,,,,,
,8/iyi:op3,,,,,,,
,,7/konum:domain,,,,,,
,,,o:poss,,,,,
,,,,,,,,
2255.test,SABAH KAHVALTISI İYİYDİ .,,,,,,,
3/iyi,,,,,,,,
,2/kahvaltı:domain,,,,,,,
,,1/sabah:mod,,,,,,
,,,,,,,,
2256.test,SÜREKLİ ARADILAR SORDULAR .,,,,,,,
and,,,,,,,,
,2/ara:op1,,,,,,,
,,1/sürekli:manner,,,,,,
,,onlar:ARG0,,,,,,
,3/sor:op2,,,,,,,
,,1/sürekli:manner,,,,,,
,,onlar:ARG0,,,,,,
,,,,,,,,
2257.test,PERSONEL MUTSUZDU .,,,,,,,
2/mutsuz,,,,,,,,
,1/personel:domain,,,,,,,
,,,,,,,,
2259.test,YEME İÇME KALİTESİ İYİYDİ .,,,,,,,
4/iyi,,,,,,,,
,3/kalite:domain,,,,,,,
,,1/ye 2/iç:mod,,,,,,
,,,,,,,,
2260.test,PLAJI ÇOK KÜÇÜKTÜ .,,,,,,,
3/küçük,,,,,,,,
,2/çok:degree,,,,,,,
,1/plaj:domain,,,,,,,
,,o:poss,,,,,,
,,,,,,,,
2261.test,RESEPSİYONDAKİ PERSONEL İLGİSİZDİ .,,,,,,,
3/ilgisiz,,,,,,,,
,2/personel:domain,,,,,,,
,,1/resepsiyon:location,,,,,,
,,,,,,,,
2262.test,FİYAT KALİTE ORANI .,,,,,,,
3/oran,,,,,,,,
,and:poss,,,,,,,
,,1/fiyat:op1,,,,,,
,,2/kalite:op2,,,,,,
,,,,,,,,
2263.test,FİYAT KALİTE ORANI İYİ .,,,,,,,
4/iyi,,,,,,,,
,3/oran:domain,,,,,,,
,,and:poss,,,,,,
,,,1/fiyat:op1,,,,,
,,,2/kalite:op2,,,,,
,,,,,,,,
2264.test,PERSONELLERİNDEN MEMNUN KALDIK TESİS TEMİZDİ .,,,,,,,
and,,,,,,,,
,2/memnun 3/kal:op1,,,,,,,
,,1/personel:ARG1,,,,,,
,,,o:poss,,,,,
,,biz:ARG0,,,,,,
,5/temiz:op2,,,,,,,
,,4/tesis:domain,,,,,,
,,,,,,,,
2267.test,PERSONEL BİRAZ DAHA GÜLER YÜZLÜ OLABİLİRDİ .,,,,,,,
mümkün,,,,,,,,
,6/ol:ARG1,,,,,,,
,,1/personel:ARG0,,,,,,
,,4/güler 5/yüz:manner,,,,,,
,,,3/daha:ARG1,,,,,
,,,,2/biraz:ARG1,,,,
,,,,,,,,
2268.test,YEMEKLERİNİ ÇOK BEĞENDİM .,,,,,,,
3/beğen,,,,,,,,
,2/çok:degree,,,,,,,
,1/yemek:ARG1,,,,,,,
,,o:poss,,,,,,
,ben:ARG0,,,,,,,
,,,,,,,,
2269.test,YEMEKLERİNİ ÇOK BEĞENDİM .,,,,,,,
3/beğen,,,,,,,,
,2/çok:degree,,,,,,,
,1/yemek:ARG1,,,,,,,
,,o:poss,,,,,,
,ben:ARG0,,,,,,,
,,,,,,,,
2270.test,PERSONELLERİ SURATSIZDI .,,,,,,,
2/suratsız,,,,,,,,
,1/personel:domain,,,,,,,
,,o:poss,,,,,,
,,,,,,,,
2271.test,TESİSİN DENİZİ .,,,,,,,
2/deniz,,,,,,,,
,1/tesis:poss,,,,,,,
,,,,,,,,
2273.test,SORUNUM YOK .,,,,,,,
2/yok,,,,,,,,
,1/sorun:ARG1,,,,,,,
,,ben:poss,,,,,,
,,,,,,,,
2274.test,PERSONELLER ÇOK FAZLA İLGİLİ DEĞİLLERDİ .,,,,,,,
4/ilgili,,,,,,,,
,1/personel:domain,,,,,,,
,3/fazla:mod,,,,,,,
,,2/çok:degree,,,,,,
,-:polarity,,,,,,,
,,,,,,,,
2275.test,PERSONELLER GÜLER YÜZLÜYDÜ TEMİZ BİR TESİSTİ KONUMU GÜZELDİ .,,,,,,,
and,,,,,,,,
,2/güler 3/yüz:op1,,,,,,,
,,1/personel:domain,,,,,,
,6/tesis:op2,,,,,,,
,,4/temiz:mod,,,,,,
,,o:domain,,,,,,
,8/güzel:op3,,,,,,,
,,7/konum:domain,,,,,,
,,,o:poss,,,,,
,,,,,,,,
2277.test,PERSONELLER DENEYİMSİZDİ .,,,,,,,
2/deneyimsiz,,,,,,,,
,1/personel:domain,,,,,,,
,,,,,,,,
2282.test,TAM PUAN VERİYORUM GAYET İLGİLİYDİ .,,,,,,,
and,,,,,,,,
,2/puan 3/ver:op1,,,,,,,
,,1/tam:degree,,,,,,
,,ben:ARG0,,,,,,
,5/ilgili:op2,,,,,,,
,,4/gayet:degree,,,,,,
,,o:domain,,,,,,
,,,,,,,,
2284.test,REHBERİMİZ GÜZEL BEYDİ .,,,,,,,
person,,,,,,,,
,-:wiki,,,,,,,
,name:name,,,,,,,
,,2/güzel:op1,,,,,,
,,3/bey:op2,,,,,,
,1/rehber:domain,,,,,,,
,,biz:poss,,,,,,
,,,,,,,,
2285.test,DENİZİ VE DOĞASI GÜZELDİ .,,,,,,,
4/güzel,,,,,,,,
,and:domain,,,,,,,
,,1/deniz:op1,,,,,,
,,,o:poss,,,,,
,,3/doğa:op2,,,,,,
,,,o:poss,,,,,
,,,,,,,,
2286.test,DENİZİ VE DOĞASI GÜZELDİ .,,,,,,,
4/güzel,,,,,,,,
,and:domain,,,,,,,
,,1/deniz:op1,,,,,,
,,,o:poss,,,,,
,,3/doğa:op2,,,,,,
,,,o:poss,,,,,
,,,,,,,,
2288.test,SAKİN VE TEMİZ BİR TESİSTİ .,,,,,,,
5/tesis,,,,,,,,
,and:mod,,,,,,,
,,1/sakin:op1,,,,,,
,,3/temiz:op2,,,,,,
,,,,,,,,
2289.test,SAKİN VE TEMİZ BİR TESİSTİ .,,,,,,,
5/tesis,,,,,,,,
,and:mod,,,,,,,
,,1/sakin:op1,,,,,,
,,3/temiz:op2,,,,,,
,,,,,,,,
2290.test,KONUMU GÜZEL TEMİZ .,,,,,,,
and,,,,,,,,
,2/güzel:op1,,,,,,,
,,1/konum:domain,,,,,,
,,,o:poss,,,,,
,3/temiz:op2,,,,,,,
,,1/konum:domain,,,,,,
,,,o:poss,,,,,
,,,,,,,,
2292.test,SADECE TELEFONLA ARADI BENİ .,,,,,,,
3/ara,,,,,,,,
,2/telefon:medium,,,,,,,
,1/sadece:manner,,,,,,,
,4/ben:ARG1,,,,,,,
,o:ARG0,,,,,,,
,,,,,,,,
2293.test,PERSONELLER GÜLER YÜZLÜYDÜLER .,,,,,,,
2/güler 3/yüz,,,,,,,,
,1/personel:domain,,,,,,,
,,,,,,,,
2294.test,ROTASI İYİYDİ .,,,,,,,
2/iyi,,,,,,,,
,1/rota:domain,,,,,,,
,,o:poss,,,,,,
,,,,,,,,
2295.test,SEDA HANIMA 5 PUAN VERİYORUM .,,,,,,,
4/puan 5/ver,,,,,,,,
,ben:ARG0,,,,,,,
,person:ARG2,,,,,,,
,,name:name,,,,,,
,,,1/seda:op1,,,,,
,,,2/hanım:op2,,,,,
,,-:wiki,,,,,,
,score-quantity:ARG1,,,,,,,
,,3/5:quant,,,,,,
,,3/puan:unit,,,,,,
,,,,,,,,
2297.test,REZERVASYONU ARKADAŞIM YAPTIRDI PUAN VERMEK İSTEMİYORUM .,,,,,,,
and,,,,,,,,
,yap:op1,,,,,,,
,,3/yap:ARG1,,,,,,
,,,2/arkadaş:ARG0,,,,,
,,,,ben:poss,,,,
,,,1/rezervasyon:ARG1,,,,,
,6/iste:op2,,,,,,,
,,4/puan 5/ver:ARG1,,,,,,
,,-:polarity,,,,,,
,,ben:ARG0,,,,,,
,,,,,,,,
2299.test,PERSONELLERİ İLGİSİZ VE YETERSİZLERDİ .,,,,,,,
and,,,,,,,,
,2/yetersiz:op1,,,,,,,
,,1/personel:domain,,,,,,
,,,o:poss,,,,,
,4/ilgisiz:op2,,,,,,,
,,1/personel:domain,,,,,,
,,,o:poss ,,,,,
,,,,,,,,
2304.test,REZERVASYONU BEN YAPMADIM O YÜZDEN PUAN VERMEYEYİM .,,,,,,,
iste,,,,,,,,
,6/puan 7/ver:ARG1,,,,,,,
,,ben:ARG0,,,,,,
,,-:polarity,,,,,,
,,3/yap:cause,,,,,,
,,,1/rezervasyon:ARG1,,,,,
,,,2/ben:ARG0,,,,,
,,,-:polarity,,,,,
,,,,,,,,
2305.test,YİYECEK VE İÇECEKLERDEN .,,,,,,,
,1/yiyecek,,,,,,,
,2/ve,,,,,,,
,3/içecek,,,,,,,
,4/.,,,,,,,
,,,,,,,,
2306.test,REHBERLE GÖRÜŞMEDİK .,,,,,,,
2/görüş,,,,,,,,
,1/rehber:ARG1,,,,,,,
,biz:ARG0,,,,,,,
,-:polarity,,,,,,,
,,,,,,,,
2307.test,SADECE TELEFONLA GÖRÜŞTÜK KENDİSİYLE .,,,,,,,
3/görüş,,,,,,,,
,2/telefon:medium,,,,,,,
,1/sadece:manner,,,,,,,
,4/kendi:ARG1,,,,,,,
,,o:poss,,,,,,
,biz:ARG0,,,,,,,
,,,,,,,,
2309.test,PERSONELLERDEN MEMNUN KALDIK KONUMU İYİYDİ TEMİZ BİR TESİSTİ .,,,,,,,
and,,,,,,,,
,2/memnun 3/kal:op1,,,,,,,
,,1/personel:ARG1,,,,,,
,,biz:ARG0,,,,,,
,5/iyi:op2,,,,,,,
,,4/konum:domain,,,,,,
,,,o:poss,,,,,
,8/tesis:op3,,,,,,,
,,6/temiz:mod,,,,,,
,,o:domain,,,,,,
,,,,,,,,
2311.test,SU ÇOK SOĞUKTU .,,,,,,,
3/soğuk,,,,,,,,
,2/çok:degree,,,,,,,
,1/su:domain,,,,,,,
,,,,,,,,
2312.test,REHBERİMİZ BORA BEYDİ .,,,,,,,
person,,,,,,,,
,-:wiki,,,,,,,
,name:name,,,,,,,
,,2/bora:op1,,,,,,
,,3/bey:op2,,,,,,
,1/rehber:domain,,,,,,,
,,biz:poss,,,,,,
,,,,,,,,
2313.test,REHBERİMİZ BORA BEYDİ .,,,,,,,
person,,,,,,,,
,-:wiki,,,,,,,
,name:name,,,,,,,
,,2/bora:op1,,,,,,
,,3/bey:op2,,,,,,
,1/rehber:domain,,,,,,,
,,biz:poss,,,,,,
,,,,,,,,
2316.test,YEME İÇME İMKANLARI İYİ .,,,,,,,
4/iyi,,,,,,,,
,3/imkan:domain,,,,,,,
,,1/ye 2/iç:mod,,,,,,
,,,,,,,,
2318.test,SERVİS DİYE BİR ŞEY YOKTU .,,,,,,,
5/yok,,,,,,,,
,1/servis:ARG1,,,,,,,
,,,,,,,,
2319.test,REZERVASYON YAPTIRAMADIM .,,,,,,,
yap,,,,,,,,
,1/rezervasyon 2/yap:ARG1,,,,,,,
,,ben:ARG0,,,,,,
,-:polarity,,,,,,,
,,,,,,,,
2320.test,DENİZİ VE HAVUZU GÜZEL .,,,,,,,
4/güzel,,,,,,,,
,and:domain,,,,,,,
,,1/deniz:op1,,,,,,
,,,o:poss,,,,,
,,3/havuz:op2,,,,,,
,,,o:poss,,,,,
,,,,,,,,
2321.test,DENİZİ VE HAVUZU GÜZEL .,,,,,,,
4/güzel,,,,,,,,
,and:domain,,,,,,,
,,1/deniz:op1,,,,,,
,,,o:poss,,,,,
,,3/havuz:op2,,,,,,
,,,o:poss,,,,,
,,,,,,,,
2322.test,SÜPER BİR İNSANDI .,,,,,,,
3/insan,,,,,,,,
,1/süper:mod,,,,,,,
,o:domain,,,,,,,
,,,,,,,,
2324.test,PUAN VERMEM SAĞLIKLI OLMAZ .,,,,,,,
4/ol,,,,,,,,
,3/sağlıklı:manner,,,,,,,
,1/puan 2/ver:ARG0,,,,,,,
,,ben:poss,,,,,,
,-:polarity,,,,,,,
,,,,,,,,
2325.test,TEMİZLİK VE KONUMU GÜZELDİ .,,,,,,,
4/güzel,,,,,,,,
,and:domain,,,,,,,
,,1/temizlik:op1,,,,,,
,,,o:poss,,,,,
,,3/konum:op2,,,,,,
,,,o:poss,,,,,
,,,,,,,,
2326.test,REZERVASYONU BEN YAPMADIM O YÜZDEN PUAN VEREMEM .,,,,,,,
mümkün,,,,,,,,
,6/puan 7/ver,,,,,,,
,,3/yap:cause,,,,,,
,,,1/rezervasyon:ARG1,,,,,
,,,2/ben:ARG0,,,,,
,,ben:ARG0,,,,,,
,-:polarity,,,,,,,
,,,,,,,,
,,,,,,,,
2329.test,PERSONELLER İYİYDİ AMA YETERSİZDİ .,,,,,,,
karşılaştır,,,,,,,,
,2/iyi:op1,,,,,,,
,,1/personel:domain,,,,,,
,4/yetersiz:op2,,,,,,,
,,1/personel:domain,,,,,,
,,,,,,,,
2331.test,SADECE KAHVALTIDAN YARARLANDIK .,,,,,,,
3/yararlan,,,,,,,,
,2/kahvaltı:ARG1,,,,,,,
,1/sadece:manner,,,,,,,
,biz:ARG0,,,,,,,
,,,,,,,,
2332.test,TEMİZLİK .,,,,,,,
1/temizlik,,,,,,,,
,,,,,,,,
2333.test,SON DERECE MÜKEMMEL .,,,,,,,
3/mükemmel,,,,,,,,
,2/derece:degree,,,,,,,
,,1/son:mod,,,,,,
,o:domain,,,,,,,
,,,,,,,,
2336.test,SADECE 1 KEZ GÖRÜŞTÜK .,,,,,,,
4/görüş,,,,,,,,
,rate- entity:frequency,,,,,,,
,,2/1:quant,,,,,,
,1/sadece:manner,,,,,,,
,biz:ARG0,,,,,,,
,,,,,,,,
2338.test,REHBERİMİZ PERİHAN HANIMDI .,,,,,,,
person,,,,,,,,
,-:wiki,,,,,,,
,name:name,,,,,,,
,,2/perihan:op1,,,,,,
,,3/hanım:op2,,,,,,
,1/rehber:domain,,,,,,,
,,biz:poss,,,,,,
,,,,,,,,
2339.test,SELÇUK BEYLE GÖRÜŞÜLDÜ .,,,,,,,
3/görüş,,,,,,,,
,person:ARG1,,,,,,,
,,name:name,,,,,,
,,,1/selçuk:op1,,,,,
,,,2/bey:op2,,,,,
,,-:wiki,,,,,,
,,,,,,,,
2343.test,REHBERİMİZ YUSUF BEYDİ .,,,,,,,
person,,,,,,,,
,-:wiki,,,,,,,
,name:name,,,,,,,
,,2/yusuf:op1,,,,,,
,,3/bey:op2,,,,,,
,1/rehber:domain,,,,,,,
,,biz:poss,,,,,,
,,,,,,,,
2344.test,EN ÇOK HİZMET KALİTESİNDEN .,,,,,,,
,1/en,,,,,,,
,2/çok,,,,,,,
,3/hizmet,,,,,,,
,4/kalite,,,,,,,
,5/.,,,,,,,
,,,,,,,,
2345.test,SANTORİNİ .,,,,,,,
1/santorini,,,,,,,,
,,,,,,,,
,,,,,,,,
2347.test,OTELİN MİMARİSİ GÜZEL .,,,,,,,
3/güzel,,,,,,,,
,2/mimari:domain,,,,,,,
,,1/otel:poss,,,,,,
,,,,,,,,
2348.test,OTELİN MİMARİSİ GÜZEL .,,,,,,,
3/güzel,,,,,,,,
,2/mimari:domain,,,,,,,
,,1/otel:poss,,,,,,
,,,,,,,,
2349.test,PERSONELLER PROFESYONEL DEĞİLLERDİ .,,,,,,,
2/profesyonel,,,,,,,,
,1/personel:domain,,,,,,,
,-:polarity,,,,,,,
,,,,,,,,
2350.test,PERSONEL VASATTI .,,,,,,,
2/vasat,,,,,,,,
,1/personel:domain,,,,,,,
,,,,,,,,
2351.test,SÜMEYYE HANIMDI .,,,,,,,
person,,,,,,,,
,name:name,,,,,,,
,,1/sümeyye:op1,,,,,,
,,2/hanım:op2,,,,,,
,o:domain,,,,,,,
,,,,,,,,
2352.test,PEK VASATTI ALMADIM .,,,,,,,
and,,,,,,,,
,2/vasat:op1,,,,,,,
,,1/pek:degree,,,,,,
,,o:domain,,,,,,
,3/al:op2,,,,,,,
,,ben:ARG0,,,,,,
,,-:polarity,,,,,,
,,,,,,,,
2353.test,SELMA HANIM İLE GÖRÜŞÜLDÜ .,,,,,,,
4/görüş,,,,,,,,
,person:ARG1,,,,,,,
,,name:name,,,,,,
,,,1/selma:op1,,,,,
,,,2/hanım:op2,,,,,
,,-:wiki,,,,,,
,,,,,,,,
2354.test,ULTRA HER ŞEY DAHİL .,,,,,,,
4/dahil,,,,,,,,
,2/her 3/şey:domain,,,,,,,
,,,,,,,,
2355.test,ULTRA HER ŞEY DAHİL OLMASI .,,,,,,,
4/dahil 5/ol,,,,,,,,
,2/her 3/şey:ARG0,,,,,,,
,,,,,,,,
2356.test,PROBLEM YOKTU İYİYDİ .,,,,,,,
and,,,,,,,,
,2/yok:op1,,,,,,,
,,1/problem:ARG1,,,,,,
,3/iyi:op2,,,,,,,
,,o:domain,,,,,,
,,,,,,,,
2357.test,RAMAZAN BEYLE GÖRÜŞÜLDÜ .,,,,,,,
3/görüş,,,,,,,,
,person:ARG1,,,,,,,
,,name:name,,,,,,
,,,1/ramazan:op1,,,,,
,,,2/bey:op2,,,,,
,,-:wiki,,,,,,
,,,,,,,,
2360.test,PERSONEL ÇOK GÜLER YÜZLÜYDÜ .,,,,,,,
3/güler 4/yüz,,,,,,,,
,2/çok:degree,,,,,,,
,1/personel:domain,,,,,,,
,,,,,,,,
2361.test,PERSONELLER İLGİLİLERDİ KONUMU GÜZELDİ TEMİZ BİR TESİSTİ .,,,,,,,
and,,,,,,,,
,2/ilgili:op1,,,,,,,
,,1/personel:domain,,,,,,
,4/güzel:op2,,,,,,,
,,3/konum:domain,,,,,,
,,,o:poss,,,,,
,7/tesis:op3,,,,,,,
,,5/temiz:mod,,,,,,
,,o:domain,,,,,,
,,,,,,,,
2363.test,SANTORİNİ VE ATİNA TURUNA KATILDIK .,,,,,,,
5/katıl,,,,,,,,
,4/tur:ARG1,,,,,,,
,,and:mod,,,,,,
,,,city:op1,,,,,
,,,,"wiki:""Santorini""",,,,
,,,,1/santorini:op1,,,,
,,,city:op1,,,,,
,,,,"wiki:""Atina""",,,,
,,,,3/atina:op1,,,,
,biz:ARG0,,,,,,,
,,,,,,,,
2364.test,PERSONEL ÇOK GÜLER YÜZLÜ DEĞİLDİ .,,,,,,,
3/güler 4/yüz,,,,,,,,
,2/çok:degree,,,,,,,
,1/personel:domain,,,,,,,
,-:polarity,,,,,,,
,,,,,,,,
2366.test,PERSONEL KALİTESİ KÖTÜYDÜ .,,,,,,,
3/kötü,,,,,,,,
,2/kalite:domain,,,,,,,
,,1/personel:poss,,,,,,
,,,,,,,,
2367.test,SABAH KAHVALTISI YAPTIK .,,,,,,,
3/yap,,,,,,,,
,1/sabah 2/kahvaltı:ARG1,,,,,,,
,biz:ARG0,,,,,,,
,,,,,,,,
2368.test,SON DERECE İLGİLİYDİLER .,,,,,,,
3/ilgili,,,,,,,,
,2/derece:degree,,,,,,,
,,1/son:mod,,,,,,
,onlar:domain,,,,,,,
,,,,,,,,
2369.test,PERSONELİ İLGİSİZDİ .,,,,,,,
2/ilgisiz,,,,,,,,
,1/personel:domain,,,,,,,
,,o:poss,,,,,,
,,,,,,,,
2370.test,TABİİ .,,,,,,,
1/tabii,,,,,,,,
,,,,,,,,
2371.test,SAHİLİ GÜZEL DEĞİLDİ .,,,,,,,
2/güzel,,,,,,,,
,1/sahil:domain,,,,,,,
,,o:poss,,,,,,
,-:polarity,,,,,,,
,,,,,,,,
2372.test,PERSONELİN .,,,,,,,
1/personel,,,,,,,,
,,,,,,,,
2373.test,PERSONELLERİ İLGİLİ VE GÜLER YÜZLÜYDÜ .,,,,,,,
and,,,,,,,,
,2/ilgili:op1,,,,,,,
,,1/personel:domain,,,,,,
,,,o:poss,,,,,
,4/güler 5/yüz:op2,,,,,,,
,,1/personel:domain,,,,,,
,,,o:poss,,,,,
,,,,,,,,
2375.test,PERSONEL ÇOK LAUBALİYDİ .,,,,,,,
3/laubali,,,,,,,,
,2/çok:degree,,,,,,,
,1/personel:domain,,,,,,,
,,,,,,,,
2378.test,REHBERİM YOKTU .,,,,,,,
2/yok,,,,,,,,
,1/rehber:ARG1,,,,,,,
,,ben:poss,,,,,,
,,,,,,,,
2379.test,HERKESE TAVSİYE ETTİM .,,,,,,,
2/tavsiye 3/et,,,,,,,,
,1/herkes:ARG2,,,,,,,
,ben:ARG0,,,,,,,
,,,,,,,,
2380.test,HERKESE TAVSİYE ETTİM .,,,,,,,
2/tavsiye 3/et,,,,,,,,
,1/herkes:ARG2,,,,,,,
,ben:ARG0,,,,,,,
,,,,,,,,
2381.test,PERSONEL FAZLA İLGİLİ DEĞİLDİ .,,,,,,,
3/ilgili,,,,,,,,
,2/fazla:degree,,,,,,,
,1/personel:domain,,,,,,,
,-:polarity,,,,,,,
,,,,,,,,
2383.test,SADECE KAHVALTI KULLANDIM .,,,,,,,
3/kullan,,,,,,,,
,2/kahvaltı:ARG1,,,,,,,
,1/sadece:manner,,,,,,,
,ben:ARG0,,,,,,,
,,,,,,,,
2384.test,PERSONELLER GÜLER YÜZLÜLERDİ TESİS TEMİZDİ KONUMU GÜZELDİ .,,,,,,,
and,,,,,,,,
,2/güler 3/yüz:op1,,,,,,,
,,1/personel:domain,,,,,,
,5/temiz:op2,,,,,,,
,,4/tesis:domain,,,,,,
,7/güzel:op3,,,,,,,
,,6/konum:domain,,,,,,
,,,o:poss,,,,,
,,,,,,,,
2385.test,DENİZİ ÇOK GÜZELDİ TEMİZ .,,,,,,,
and,,,,,,,,
,3/güzel:op1,,,,,,,
,,2/çok:degree,,,,,,
,,1/deniz:domain,,,,,,
,,,o:poss,,,,,
,4/temiz:op2,,,,,,,
,,1/deniz:domain,,,,,,
,,,o:poss,,,,,
,,,,,,,,
2386.test,PERSONELLERİ EĞİTİMSİZDİ .,,,,,,,
2/eğitimsiz,,,,,,,,
,1/personel:domain,,,,,,,
,,o:poss,,,,,,
,,,,,,,,
2387.test,PERSONELİ ÇOK GÜLER YÜZLÜYDÜ .,,,,,,,
3/güler 4/yüz,,,,,,,,
,2/çok:degree,,,,,,,
,1/personel:domain,,,,,,,
,,o:poss,,,,,,
,,,,,,,,
2389.test,ÇOCUKLAR İÇİN AQUA .,,,,,,,
3/aqua,,,,,,,,
,1/çocuk:beneficiary,,,,,,,
,,,,,,,,
2390.test,ÇOCUKLAR İÇİN AQUA PARKI .,,,,,,,
3/aqua 4/park,,,,,,,,
,1/çocuk:beneficiary,,,,,,,
,,,,,,,,
2391.test,PERSONEL HİZMETİ YÜZME OLANAKLARI OTELİN KONUMUNDAN DA MEMNUNUM BU YÖNLERİYLE TAVSİYE EDERİM GENEL OLARAK MEMNUN KALDIĞIM BİR TESİS .,,,,,,,
and,,,,,,,,
,8/memnun:op1,,,,,,,
,,and:cause,,,,,,
,,,2/hizmet:op1,,,,,
,,,,1/personel:mod,,,,
,,,4/olanak:op2,,,,,
,,,,3/yüz:mod,,,,
,,,6/konum:op3,,,,,
,,,,5/otel:poss,,,,
,,ben:domain,,,,,,
,11/tavsiye 12/et:op2,,,,,,,
,,10/yön:ARG1,,,,,,
,,,9/bu:mod,,,,,
,,ben:ARG0,,,,,,
,18/tesis:op3,,,,,,,
,,15/memnun 16/kal:ARG1-of,,,,,,
,,o:domain,,,,,,
,,,,,,,,
2392.test,PERSONELLER LAUBALİYDİ .,,,,,,,
2/laubali,,,,,,,,
,1/personel:domain,,,,,,,
,,,,,,,,
2393.test,SİNAN BEY .,,,,,,,
person,,,,,,,,
,name:name,,,,,,,
,,1/sinan:op1,,,,,,
,,2/bey:op2,,,,,,
,,,,,,,,
2394.test,SADECE GİRİŞTE GÖRÜŞTÜK SONRA GÖRÜŞMEDİK .,,,,,,,
and,,,,,,,,
,3/görüş:op1,,,,,,,
,,2/giriş:location,,,,,,
,,1/sadece:manner,,,,,,
,,biz:ARG0,,,,,,
,5/görüş:op2,,,,,,,
,,4/sonra:time,,,,,,
,,biz:ARG0,,,,,,
,,-:polarity,,,,,,
,,,,,,,,
2396.test,REZERVASYONU BEN ALMADIM PUAN VEREMEM .,,,,,,,
and,,,,,,,,
,3/al:op1,,,,,,,
,,1/rezervasyon:ARG1,,,,,,
,,2/ben:ARG0,,,,,,
,,-:polarity,,,,,,
,mümkün:op2,,,,,,,
,,4/puan 5/ver:ARG1,,,,,,
,,-:polarity,,,,,,
,,ben:ARG0,,,,,,
,,,,,,,,
2397.test,SEDAT BEYLE GÖRÜŞÜLDÜ .,,,,,,,
3/görüş,,,,,,,,
,person:ARG1,,,,,,,
,,name:name,,,,,,
,,,1/sedat:op1,,,,,
,,,2/bey:op2,,,,,
,,-:wiki,,,,,,
,,,,,,,,
2398.test,PERSONELLERİ İYİYDİ TEMİZ BİR TESİS YEMEKLERİ GÜZELDİ .,,,,,,,
and,,,,,,,,
,2/iyi:op1,,,,,,,
,,1/personel:domain,,,,,,
,,,o:poss,,,,,
,5/tesis:op2,,,,,,,
,,3/temiz:mod,,,,,,
,7/güzel:op3,,,,,,,
,,6/yemek:domain,,,,,,
,,,o:poss,,,,,
,,,,,,,,
2402.test,SERKAN BEYE TEŞEKKÜR EDERİM .,,,,,,,
3/teşekkür 4/et,,,,,,,,
,person:ARG1,,,,,,,
,,name:name,,,,,,
,,,1/serkan:op1,,,,,
,,,2/bey:op2,,,,,
,ben:ARG0,,,,,,,
,,,,,,,,
2403.test,PLAJI KÜÇÜKTÜ .,,,,,,,
2/küçük,,,,,,,,
